event_id,client_id,type,amount,currency,status,error_code,created_at,completed_at,origin_country,destination_country
c03a81a9-eb69-4fd9-8dc1-7224299fca4e,C0003,pay_in,1494.78,MXN,completed,NONE,2025-01-01 07:07:00+00:00,2025-01-01 08:17:00+00:00,JM,GE
662f479e-a7a6-49fe-8867-8675a602ad24,C0015,pay_out,1731.55,MXN,completed,NONE,2025-01-01 07:10:00+00:00,2025-01-01 08:17:00+00:00,ST,KP
3b5a0fbf-265b-47c1-858d-c9e27ba391f8,C0029,pay_out,1617.72,EUR,processing,NONE,2025-01-01 07:10:00+00:00,,PK,SC
caaf28fc-e255-4b76-82a0-4dfcbeb77667,C0004,pay_in,4434.56,EUR,completed,NONE,2025-01-01 07:16:00+00:00,2025-01-01 08:36:00+00:00,MH,TN
f86a9b5c-ea18-45db-9133-6cfbc899ca54,C0018,pay_out,5864.95,MXN,created,NONE,2025-01-01 07:18:00+00:00,,AO,TN
58abab23-a3ff-4899-8d8a-ea9922c1fedd,C0045,pay_in,4491.68,COP,completed,NONE,2025-01-01 07:48:00+00:00,2025-01-01 08:32:00+00:00,PW,GW
3b89902d-d56e-46ce-9f8d-bf055b7470d3,C0013,pay_out,6841.63,COP,failed,KYC_BLOCKED,2025-01-01 08:11:00+00:00,2025-01-01 08:31:00+00:00,JP,VA
8fed89ab-0a44-4102-aea7-acf4744c8acd,C0046,pay_in,2268.35,COP,completed,NONE,2025-01-01 08:35:00+00:00,2025-01-01 09:42:00+00:00,MC,CZ
82d3e71d-7219-4b38-87d0-fbb9b444b737,C0004,pay_out,2835.38,EUR,completed,NONE,2025-01-01 09:03:00+00:00,2025-01-01 10:12:00+00:00,CR,ST
be0d2791-fa8e-458b-8587-65510c028f9d,C0019,pay_out,5771.17,COP,completed,NONE,2025-01-01 09:22:00+00:00,2025-01-01 10:43:00+00:00,MV,SG
4dc36d87-db0c-47a7-bed1-405bb381d965,C0047,pay_out,5099.81,COP,created,NONE,2025-01-01 10:14:00+00:00,,ZW,PL
42cfc64c-1cef-4809-a59f-955b0b0b3abc,C0058,pay_out,3749.09,MXN,completed,NONE,2025-01-01 10:22:00+00:00,2025-01-01 11:36:00+00:00,MM,LT
11de0f01-a421-4563-b606-b84ad01a3d37,C0016,pay_in,7892.86,COP,completed,NONE,2025-01-01 10:23:00+00:00,2025-01-01 11:49:00+00:00,PT,SI
549a0119-d369-49ea-9f1d-4bd71924a22c,C0016,pay_in,8171.75,COP,completed,NONE,2025-01-01 10:40:00+00:00,2025-01-01 12:03:00+00:00,HN,ET
f67176ff-f644-4f49-ba29-9eeb5198a5ca,C0041,pay_in,3254.94,COP,created,NONE,2025-01-01 11:39:00+00:00,,CI,LR
4f199bd8-d2f6-4f37-b5f6-cc14f479ac48,C0045,pay_out,7098.51,COP,processing,NONE,2025-01-01 11:53:00+00:00,,ME,SB
479621e1-e3db-4f97-aa72-273f765594d1,C0054,pay_in,9262.68,USD,failed,LIMIT_EXCEEDED,2025-01-01 11:53:00+00:00,2025-01-01 13:01:00+00:00,LS,ME
2602b8f7-7eed-4d69-9fa0-fd357482d0c2,C0027,pay_out,7693.62,USD,created,NONE,2025-01-01 12:07:00+00:00,,PY,SD
0b0ff04c-9ea9-4ab6-9100-6dee78cfa397,C0002,pay_in,4223.24,EUR,completed,NONE,2025-01-01 12:08:00+00:00,2025-01-01 12:58:00+00:00,ID,RW
ac695827-b71b-43d4-8cc8-197a5fcbdbf4,C0049,pay_in,626.86,COP,completed,NONE,2025-01-01 12:26:00+00:00,2025-01-01 12:58:00+00:00,JM,PH
ac227969-dc12-4893-a931-c531e63c3888,C0002,pay_in,9528.2,USD,completed,NONE,2025-01-01 12:30:00+00:00,2025-01-01 13:15:00+00:00,IS,MZ
1aee7081-c273-49c1-b29d-904baa60d7b3,C0020,pay_in,6063.46,EUR,completed,NONE,2025-01-01 12:34:00+00:00,2025-01-01 12:51:00+00:00,LB,TM
f333bcb8-dc40-468f-b50d-5a5c73f6db34,C0038,pay_in,3459.2,COP,completed,NONE,2025-01-01 12:46:00+00:00,2025-01-01 13:12:00+00:00,LR,IL
1c766703-ae07-4416-8733-362c0db08a6b,C0052,pay_in,3440.23,COP,processing,NONE,2025-01-01 12:58:00+00:00,,TV,OM
c3856b19-e568-41dd-82c8-38d28ef007e7,C0038,pay_out,924.3,MXN,completed,NONE,2025-01-01 12:59:00+00:00,2025-01-01 13:38:00+00:00,ID,AT
f31be6e5-bf1f-46bd-aa38-52c484c5403a,C0026,pay_in,7142.05,USD,failed,KYC_BLOCKED,2025-01-01 13:20:00+00:00,2025-01-01 14:41:00+00:00,ER,PK
2ac856aa-f7fb-4009-952a-9cd41e08e202,C0026,pay_out,9470.44,MXN,completed,NONE,2025-01-01 13:44:00+00:00,2025-01-01 14:46:00+00:00,BY,HU
8ac3af7d-c3e4-4125-bce8-1ec2a3813d20,C0046,pay_out,5055.97,EUR,completed,NONE,2025-01-01 13:52:00+00:00,2025-01-01 15:19:00+00:00,ZM,TG
95b38f92-9e05-4e72-be56-dac99b82551b,C0048,pay_in,2827.38,MXN,completed,NONE,2025-01-01 13:54:00+00:00,2025-01-01 14:54:00+00:00,PA,TD
4dc3a0c1-d758-4aec-b72b-9fd063ec6c6d,C0019,pay_out,5578.06,EUR,completed,NONE,2025-01-01 14:25:00+00:00,2025-01-01 14:44:00+00:00,NE,RW
e6623af9-e92a-46b5-b293-e1b0004a497d,C0035,pay_out,6653.11,USD,completed,NONE,2025-01-01 15:05:00+00:00,2025-01-01 16:02:00+00:00,SI,LB
827a0d19-d305-4d9b-a5a0-7dd95c164342,C0057,pay_out,922.1,MXN,processing,NONE,2025-01-01 15:11:00+00:00,,RW,KR
02e7adb2-5f70-4896-acf3-3e8fa5e22ba2,C0013,pay_out,6596.87,USD,failed,UNKNOWN,2025-01-01 15:32:00+00:00,2025-01-01 15:50:00+00:00,BG,ES
1c959fe9-02ad-4cd0-9b75-22683bc339b7,C0034,pay_in,4357.67,USD,processing,NONE,2025-01-01 15:57:00+00:00,,AU,IN
db19c8ea-e7c5-4c3c-9186-288c696fc89b,C0026,pay_in,9366.4,COP,completed,NONE,2025-01-01 16:08:00+00:00,2025-01-01 16:58:00+00:00,JM,SV
472e8b6c-e471-4710-af7d-50181a796039,C0042,pay_out,2929.03,COP,failed,TIMEOUT,2025-01-01 16:08:00+00:00,2025-01-01 16:45:00+00:00,IN,ER
54302421-fb31-4896-a81b-eebccf0d33c1,C0020,pay_out,1266.9,USD,failed,KYC_BLOCKED,2025-01-01 16:15:00+00:00,2025-01-01 16:48:00+00:00,IS,DE
7861dceb-583b-47d6-930a-f5d112e902bb,C0018,pay_in,9349.89,MXN,created,NONE,2025-01-01 16:38:00+00:00,,AZ,CF
bf48fd15-d671-4bc3-a631-62f774837319,C0027,pay_in,4600.21,COP,completed,NONE,2025-01-01 17:00:00+00:00,2025-01-01 18:06:00+00:00,UG,FM
ceb6d2f0-5720-42ca-9e70-9e0c851013ac,C0008,pay_in,3270.43,EUR,created,NONE,2025-01-01 17:15:00+00:00,,NA,AF
7355408e-4458-4377-ab44-5b0f79b5e788,C0037,pay_out,942.67,EUR,created,NONE,2025-01-01 17:17:00+00:00,,MG,LV
61411830-1482-4c4a-a94b-0597ed12b35b,C0040,pay_in,2015.14,EUR,completed,NONE,2025-01-01 17:19:00+00:00,2025-01-01 18:35:00+00:00,LY,KI
aec6a741-c51a-4e5c-92ea-32f68f332cf9,C0021,pay_in,2208.02,EUR,processing,NONE,2025-01-01 17:27:00+00:00,,SV,KZ
d6c8bfa2-5fdb-4c7e-bf06-efe70b4084c0,C0030,pay_in,671.33,MXN,completed,NONE,2025-01-01 17:30:00+00:00,2025-01-01 18:01:00+00:00,MW,JP
d4074e89-6d78-4a1e-bc88-fc3cf749c3b0,C0057,pay_in,6047.0,EUR,failed,UNKNOWN,2025-01-01 17:32:00+00:00,2025-01-01 18:01:00+00:00,UY,TV
62816ef1-568e-4435-951a-33b85f5cec74,C0010,pay_out,6441.38,EUR,completed,NONE,2025-01-01 17:40:00+00:00,2025-01-01 18:20:00+00:00,CV,GN
12f6711a-e2c9-4bdf-9f01-67a1b7960f44,C0048,pay_in,5359.51,MXN,completed,NONE,2025-01-01 18:22:00+00:00,2025-01-01 19:19:00+00:00,BH,LK
35e7edbb-16a8-449e-89f9-d35b13aa52b0,C0017,pay_in,3118.92,EUR,completed,NONE,2025-01-01 18:45:00+00:00,2025-01-01 19:31:00+00:00,SM,SD
c79e0480-0ba8-4c29-9787-8ee5e16b0c9f,C0058,pay_out,4558.26,COP,failed,KYC_BLOCKED,2025-01-01 18:51:00+00:00,2025-01-01 19:47:00+00:00,BS,DK
261c2c47-5bf6-4aa7-92e4-12efb2d89d3d,C0059,pay_in,4892.98,USD,completed,NONE,2025-01-01 19:15:00+00:00,2025-01-01 19:56:00+00:00,DE,SO
b03bf061-4650-4a19-a5a7-d44c88f360ec,C0040,pay_in,4920.9,COP,completed,NONE,2025-01-01 19:42:00+00:00,2025-01-01 20:39:00+00:00,ZA,FJ
54965297-e108-4aa7-b46d-88bf8a3b81d2,C0054,pay_out,431.68,COP,completed,NONE,2025-01-01 19:52:00+00:00,2025-01-01 21:07:00+00:00,TJ,KH
98a1712b-fb52-419e-b909-1ca632a4f55d,C0043,pay_out,2943.47,USD,processing,NONE,2025-01-01 19:57:00+00:00,,SD,CG
59fc30f6-4908-432f-9ec6-670290762b49,C0045,pay_out,4704.67,COP,processing,NONE,2025-01-01 20:04:00+00:00,,BI,IN
571abcc9-48b2-4418-95d1-e2044cd10277,C0006,pay_in,8798.29,MXN,created,NONE,2025-01-01 20:20:00+00:00,,PY,PL
37e68723-f09b-49be-8fbc-ad4382870444,C0028,pay_out,9715.59,COP,completed,NONE,2025-01-01 20:31:00+00:00,2025-01-01 20:47:00+00:00,LC,LI
9d4979a2-9582-4c3c-bdd0-bb46faf10e69,C0038,pay_out,9467.97,USD,completed,NONE,2025-01-01 20:35:00+00:00,2025-01-01 21:35:00+00:00,SI,BG
e988f215-89fa-4a5a-8c91-2f4d23fc77a8,C0031,pay_in,7707.13,EUR,completed,NONE,2025-01-01 21:06:00+00:00,2025-01-01 21:46:00+00:00,MR,EE
52235af7-cfc8-42c8-91fe-1fee0f6efe56,C0049,pay_in,8242.45,USD,completed,NONE,2025-01-01 21:08:00+00:00,2025-01-01 22:02:00+00:00,BG,MN
c0c7c9b8-d8de-4f9e-8400-52731d006782,C0025,pay_in,2034.46,MXN,completed,NONE,2025-01-01 21:12:00+00:00,2025-01-01 22:13:00+00:00,MN,WS
9488289b-e51a-405c-a0b4-60d214e526e4,C0018,pay_in,5109.38,EUR,failed,KYC_BLOCKED,2025-01-01 21:39:00+00:00,2025-01-01 22:44:00+00:00,CR,LA
e556cf96-fcc9-4125-a8f5-2573a7ee7479,C0021,pay_out,4907.47,MXN,completed,NONE,2025-01-01 21:48:00+00:00,2025-01-01 21:57:00+00:00,SC,ER
f3c9cba0-74b6-4fff-9aaa-2e1e2b9cf8aa,C0018,pay_out,5362.37,COP,created,NONE,2025-01-01 22:04:00+00:00,,LR,HN
1294dc5a-8663-44fa-a0f1-a1d64a857853,C0017,pay_in,5794.12,MXN,completed,NONE,2025-01-01 22:28:00+00:00,2025-01-01 23:25:00+00:00,RO,TZ
0647be23-81aa-4f73-830b-330eabdc204d,C0052,pay_in,3054.44,EUR,completed,NONE,2025-01-01 22:43:00+00:00,2025-01-01 23:35:00+00:00,SA,CU
63797b74-5e28-471c-8df8-ba3588fdb2da,C0011,pay_out,6838.76,COP,completed,NONE,2025-01-01 23:13:00+00:00,2025-01-02 00:02:00+00:00,JM,LU
de0e698e-67df-4799-a0c9-b30a947c91c5,C0050,pay_in,9680.59,EUR,created,NONE,2025-01-01 23:19:00+00:00,,ZW,MH
5b0b0084-5f65-45b9-a6e5-2d0975d211bf,C0017,pay_in,984.23,MXN,failed,UNKNOWN,2025-01-01 23:27:00+00:00,2025-01-02 00:06:00+00:00,EE,EE
003d0db1-9c13-486d-ad2a-bfafeab01281,C0030,pay_in,7777.64,MXN,created,NONE,2025-01-01 23:35:00+00:00,,PY,SC
e571650a-90f2-4af2-991c-df29ae2175b6,C0028,pay_in,1777.71,EUR,processing,NONE,2025-01-01 23:37:00+00:00,,TL,LT
8f162be3-66a4-45ee-b850-5a63e0972433,C0054,pay_out,8231.79,MXN,failed,TIMEOUT,2025-01-01 23:48:00+00:00,2025-01-02 00:04:00+00:00,ML,TT
38d7381d-a1cd-4159-a384-345b8afd63b9,C0041,pay_in,1654.69,EUR,completed,NONE,2025-01-02 00:02:00+00:00,2025-01-02 01:16:00+00:00,TN,TN
43e39551-0389-44b9-9139-884a8bf17c1e,C0011,pay_in,9754.34,USD,completed,NONE,2025-01-02 00:21:00+00:00,2025-01-02 00:31:00+00:00,LY,PW
c6beb2aa-d431-4554-9e82-3d338dbfd045,C0054,pay_in,9911.6,MXN,completed,NONE,2025-01-02 00:29:00+00:00,2025-01-02 01:53:00+00:00,MW,SY
a1136698-d33d-4ba1-a12a-e5628732b786,C0021,pay_in,9506.84,EUR,created,NONE,2025-01-02 00:31:00+00:00,,FM,HT
cd354e6d-8ff2-42cc-b45e-e77884aa878b,C0053,pay_in,8842.74,USD,completed,NONE,2025-01-02 00:54:00+00:00,2025-01-02 01:58:00+00:00,SN,CF
b3d89d6a-cc54-4557-96a5-4d45f1b6ea36,C0051,pay_in,6830.19,USD,completed,NONE,2025-01-02 01:30:00+00:00,2025-01-02 02:51:00+00:00,GE,KP
bc891b01-0842-419b-a378-cc2ab494b8dd,C0050,pay_in,5233.97,MXN,completed,NONE,2025-01-02 01:32:00+00:00,2025-01-02 02:26:00+00:00,LV,WS
d757cf6c-afeb-4c5b-bef9-f1ce85b57c90,C0010,pay_in,9361.57,COP,completed,NONE,2025-01-02 01:56:00+00:00,2025-01-02 02:10:00+00:00,AL,SV
f5a92334-e85f-40bf-998d-12968ad36e02,C0011,pay_out,8108.22,COP,completed,NONE,2025-01-02 02:34:00+00:00,2025-01-02 03:50:00+00:00,CM,GB
d015f103-71f7-4a17-b49f-93034da043b0,C0013,pay_in,1989.96,EUR,completed,NONE,2025-01-02 02:46:00+00:00,2025-01-02 03:03:00+00:00,SB,HN
0e06ad36-8b64-483b-86c8-01946d893cd4,C0057,pay_in,850.13,USD,created,NONE,2025-01-02 02:55:00+00:00,,MV,NP
b2368dc5-de61-4a1f-9246-dd9bbb83e1f8,C0013,pay_out,3267.58,USD,completed,NONE,2025-01-02 03:14:00+00:00,2025-01-02 04:04:00+00:00,SV,PH
d240057c-66a0-4a8b-9fdc-3fc5b2581521,C0035,pay_in,1169.23,COP,completed,NONE,2025-01-02 03:35:00+00:00,2025-01-02 04:13:00+00:00,SI,MK
f0cce384-5ee0-4fdc-8185-1335d7d05564,C0030,pay_out,9541.37,MXN,completed,NONE,2025-01-02 03:50:00+00:00,2025-01-02 05:14:00+00:00,PG,DK
1c5288ac-b7af-488e-85ad-0954e714cf8d,C0023,pay_out,6384.81,USD,completed,NONE,2025-01-02 03:53:00+00:00,2025-01-02 05:13:00+00:00,PE,LK
d74edb16-380d-4ab0-9da2-b2ddfc36b76e,C0010,pay_in,4791.69,MXN,completed,NONE,2025-01-02 04:13:00+00:00,2025-01-02 04:32:00+00:00,AE,VA
12c1f181-8940-4d5c-859c-ec437be329a5,C0034,pay_in,2668.29,MXN,created,NONE,2025-01-02 04:20:00+00:00,,PW,AG
052014d5-a953-4231-a6fe-126256e614d8,C0003,pay_in,4275.45,EUR,completed,NONE,2025-01-02 04:50:00+00:00,2025-01-02 05:50:00+00:00,CA,BH
b5cbe7de-21b6-4d8b-88df-ca66b598fff2,C0026,pay_in,2822.09,USD,completed,NONE,2025-01-02 05:06:00+00:00,2025-01-02 05:53:00+00:00,CD,GE
36f654f3-e57f-438f-b97a-0d9fb3a1766c,C0013,pay_in,8491.85,MXN,completed,NONE,2025-01-02 05:32:00+00:00,2025-01-02 06:13:00+00:00,YE,UA
8646328a-c6f6-4752-83db-5696502dc216,C0029,pay_out,3140.91,USD,completed,NONE,2025-01-02 05:51:00+00:00,2025-01-02 06:20:00+00:00,CF,CD
2f0d4630-e7ce-4a1c-bed6-90a0018af5aa,C0056,pay_out,5717.24,COP,processing,NONE,2025-01-02 06:19:00+00:00,,SI,CR
578c6cb2-0b18-4b24-9913-b70414dd2218,C0041,pay_in,4665.81,USD,processing,NONE,2025-01-02 06:21:00+00:00,,GE,ML
57403756-db10-44a8-88bf-72a316db9d3b,C0031,pay_out,3611.21,EUR,completed,NONE,2025-01-02 06:33:00+00:00,2025-01-02 06:48:00+00:00,CH,HT
3975460f-52b4-4dcf-a982-c8ea712231be,C0000,pay_out,4752.77,EUR,completed,NONE,2025-01-02 06:39:00+00:00,2025-01-02 07:56:00+00:00,BY,GE
734075be-aa77-48f6-a959-99982a473234,C0039,pay_in,1828.36,USD,failed,TIMEOUT,2025-01-02 06:40:00+00:00,2025-01-02 06:55:00+00:00,RO,DJ
340b4213-d705-46eb-8f5c-b85b2f79b815,C0031,pay_in,1593.02,MXN,processing,NONE,2025-01-02 06:41:00+00:00,,GD,SM
103fa009-ab13-4ef6-99ef-ff2f6a858f19,C0046,pay_out,2041.48,EUR,processing,NONE,2025-01-02 06:45:00+00:00,,SI,SD
8e8dd274-3d9e-4941-ba61-47c000f7cee0,C0038,pay_out,5346.44,COP,completed,NONE,2025-01-02 06:45:00+00:00,2025-01-02 07:21:00+00:00,LU,SB
8dadf5bc-e500-4f1a-b86e-2ef7bb198691,C0018,pay_in,6128.16,MXN,completed,NONE,2025-01-02 06:50:00+00:00,2025-01-02 07:41:00+00:00,MZ,GY
6988ffc1-c799-4090-86d1-81c9a1b174f6,C0036,pay_in,3899.75,COP,completed,NONE,2025-01-02 07:31:00+00:00,2025-01-02 08:42:00+00:00,HR,VU
bcb134ed-3528-4c32-9fcb-e2a041ed349b,C0001,pay_in,4787.55,EUR,created,NONE,2025-01-02 08:01:00+00:00,,MA,SL
04bbe548-7ac5-4efa-97dd-01620c7049a1,C0041,pay_in,8033.72,MXN,completed,NONE,2025-01-02 08:19:00+00:00,2025-01-02 09:41:00+00:00,SN,BF
00c71d7d-15b2-4a13-bfa9-6d11d385bb25,C0050,pay_out,427.98,MXN,completed,NONE,2025-01-02 08:39:00+00:00,2025-01-02 09:46:00+00:00,UA,LI
8e03af82-a682-441d-8402-b4a329121e85,C0048,pay_out,9001.25,EUR,processing,NONE,2025-01-02 08:40:00+00:00,,NI,LK
0de6530e-84a3-43fd-8630-7b9cd492f1ac,C0029,pay_in,3606.32,COP,completed,NONE,2025-01-02 08:42:00+00:00,2025-01-02 09:07:00+00:00,BZ,PT
eb400f6a-a28b-477c-96ac-b2438f1fc7f1,C0042,pay_in,170.88,EUR,completed,NONE,2025-01-02 09:06:00+00:00,2025-01-02 09:49:00+00:00,JM,DE
0c3d860d-9cc2-49e6-b975-bc10763f7b9d,C0001,pay_out,1094.12,USD,completed,NONE,2025-01-02 09:06:00+00:00,2025-01-02 09:19:00+00:00,SE,MN
9af90d9c-74da-420a-847f-e39bd03c238d,C0042,pay_out,6404.49,MXN,created,NONE,2025-01-02 09:19:00+00:00,,TD,TO
ae71664c-8444-4dca-8bfb-af9960045f3a,C0014,pay_out,9761.74,MXN,completed,NONE,2025-01-02 09:40:00+00:00,2025-01-02 11:08:00+00:00,KZ,NO
4a44b648-c987-46b1-b782-148156c75dab,C0016,pay_in,1274.2,EUR,completed,NONE,2025-01-02 09:56:00+00:00,2025-01-02 10:43:00+00:00,ZA,VU
f139def3-a5b5-4679-8bee-e9ef476d141d,C0054,pay_out,3465.28,EUR,completed,NONE,2025-01-02 10:21:00+00:00,2025-01-02 10:31:00+00:00,TH,LK
ace1bfa6-815d-4f70-a2c6-8446f2aa707e,C0047,pay_out,5889.35,USD,processing,NONE,2025-01-02 10:31:00+00:00,,BD,BS
b38195cc-2f5d-462d-b8c6-ce678d862c50,C0024,pay_out,3640.18,COP,completed,NONE,2025-01-02 10:59:00+00:00,2025-01-02 12:24:00+00:00,DZ,TL
e09dc1ef-8df3-4aff-b3f7-da39e0a653c1,C0059,pay_in,3729.19,EUR,completed,NONE,2025-01-02 11:01:00+00:00,2025-01-02 11:15:00+00:00,ML,CR
44789ef9-cc9a-4516-97c1-093d1601d7ce,C0006,pay_out,3068.8,USD,failed,KYC_BLOCKED,2025-01-02 11:01:00+00:00,2025-01-02 11:45:00+00:00,SV,BH
39b48682-94a5-4394-82ee-174fd9c67a60,C0002,pay_out,360.41,COP,completed,NONE,2025-01-02 11:27:00+00:00,2025-01-02 11:30:00+00:00,IR,VN
2daceda3-599a-444b-8660-c8cb75287c7c,C0036,pay_in,8190.57,EUR,created,NONE,2025-01-02 11:54:00+00:00,,SI,VE
80ce4be9-0074-4674-9525-ede1b0e208dd,C0057,pay_in,7406.51,COP,completed,NONE,2025-01-02 12:08:00+00:00,2025-01-02 13:07:00+00:00,SR,ET
bd1f58b8-1a9a-4629-9296-954b1363ec21,C0025,pay_out,2344.71,EUR,completed,NONE,2025-01-02 12:30:00+00:00,2025-01-02 13:39:00+00:00,MK,SK
4de49e16-4261-48bd-a5ca-74c0535db9e9,C0050,pay_in,4630.51,COP,completed,NONE,2025-01-02 12:39:00+00:00,2025-01-02 12:50:00+00:00,AL,LY
ae7aa77e-650a-41ba-9056-01b6b7674e75,C0007,pay_in,8201.05,MXN,created,NONE,2025-01-02 13:23:00+00:00,,MD,SL
c44f0062-e190-4ac3-a275-878d0d4fee64,C0039,pay_out,3665.06,EUR,completed,NONE,2025-01-02 13:26:00+00:00,2025-01-02 14:11:00+00:00,PA,ST
3d515782-fcbf-4c3a-9547-41490e75e3ce,C0048,pay_out,5268.48,COP,processing,NONE,2025-01-02 13:29:00+00:00,,WS,MN
3071c6cd-300a-476e-be60-55c3c15146b0,C0007,pay_in,9214.81,USD,failed,TIMEOUT,2025-01-02 13:43:00+00:00,2025-01-02 13:59:00+00:00,UG,LT
